GEOID,bias_base,best_model,best_bias,imp_share_pct
28077,3117.965445,MMU_35ac_nb4_w3_iter3,2341.87379,24.890963953579032
28079,2435.539315,MMU_35ac_nb4_w9_iter3,645.9267500000001,73.4791080553754
28097,2429.2923050000004,MMU_15ac_nb4_w3_iter3,1250.3848750000004,48.52884223004195
28099,525.83197,MMU_15ac_nb4_w3_iter3,87.08865,83.43793170278332
28105,2208.925,MMU_35ac_nb4_w9_iter3,701.2626450000001,68.25321615718052
28107,26852.014529999997,CSB_field_modal,22191.18023,17.35748464902978
28117,1675.6869450000022,MMU_5ac_nb4_w3_iter3,1354.6263450000024,19.159939209289437
28123,3084.38984,MMU_35ac_nb4_w3_iter3,2563.0959599999996,16.901037386376554
28133,43768.769340000006,MMU_25ac_nb4_w3_iter3,42481.324685000014,2.9414687102554784
28147,2161.67191,CSB_field_modal,2115.636145,2.129637008606005
28153,791.78372,MMU_15ac_nb8_w9_iter3,485.32341,38.70505319306137
29001,9495.940005,MMU_5ac_nb4_w3_iter3,8238.963464999997,13.236989064149018
29015,5818.851329999999,MMU_15ac_nb8_w3_iter3,4602.98322,20.895328666181943
29025,15932.731424999996,CSB_field_modal,7398.990484999998,53.56106691543004
29035,119.646955,MMU_15ac_nb4_w3_iter3,11.777605,90.15636879350583
29055,3533.524215,CSB_field_modal,3427.2194050000003,3.0084641715126788
29057,27756.77098,CSB_field_modal,23556.61901,15.131990579979204
29061,23703.56009,CSB_field_modal,11897.721514999992,49.806183249159375
29063,28617.516614999997,CSB_field_modal,18653.775824999993,34.81693021810798
29065,825.860035,MMU_35ac_nb8_w3_iter3,798.95024,3.258396563529075
29067,1279.363945,Baseline,1279.363945,-0.8343958763039907
29077,3832.30239,CSB_field_modal,3414.1997899999997,10.909958491036512
29079,14669.982400000004,MMU_35ac_nb4_w3_iter3,4900.352780000001,66.59605549356351
29081,58531.734144999995,CSB_field_modal,45156.231660000005,22.85171058124643
29091,3237.10731,Baseline,3237.10731,-1.0373967182447217
29101,20586.777895,CSB_field_modal,15182.523065000009,26.251096007173352
29107,17777.700684999996,MMU_5ac_nb4_w3_iter3,16736.669690000006,5.855824740475948
29109,13734.601105,CSB_field_modal,11579.81595,15.688734885904797
29111,33635.27813499999,CSB_field_modal,18514.642084999992,44.95469307347829
29129,11316.898414999996,CSB_field_modal,5422.541334999997,52.08456295929384
29135,8823.096764999998,Baseline,8823.096764999998,-1.3511469745283204
29215,2681.13068,Baseline,2681.13068,-0.2239601763834999
30021,27065.735175,MMU_35ac_nb4_w3_iter3,15648.06355000002,42.18496763962363
30065,14855.718185,CSB_field_modal,13720.169315,7.643850373700398
30091,80763.69846499995,CSB_field_modal,52540.43859499995,34.94547724585809
30095,14745.497950000004,MMU_25ac_nb8_w9_iter3,1356.0483300000014,90.80364505425196
30109,5191.660599999998,Baseline,5191.660599999998,-3.0219110432604777
31001,8249.233004999991,Baseline,8249.233004999991,-1.3048386429960508
31003,43766.30325500003,MMU_35ac_nb4_w3_iter3,38795.53458500001,11.357524625825336
31005,2683.07434,CSB_field_modal,2596.5626850000003,3.2243480439680883
31011,22280.208424999993,CSB_field_modal,17404.198049999985,21.884940580397693
31015,13629.5431,MMU_35ac_nb8_w9_iter3,9723.619715000004,28.65777199090405
31017,19197.288195,MMU_35ac_nb4_w3_iter3,17694.12039,7.830104907168625
31021,8200.533239999973,CSB_field_modal,5169.154879999998,36.96562493294625
31027,22506.19677000001,MMU_5ac_nb4_w3_iter3,22443.25898500001,0.27964647089503886
31029,35865.32266000002,MMU_15ac_nb4_w3_iter3,35072.262090000004,2.2112182776610014
31041,32301.116294999985,MMU_5ac_nb4_w3_iter3,31538.96863000001,2.359508748983857
31053,24707.22598499999,CSB_field_modal,16534.432129999997,33.07855709888993
31067,40635.14693999997,CSB_field_modal,17911.914800000006,55.92014266258731
31089,25590.47407500002,MMU_25ac_nb8_w3_iter3,24062.590519999983,5.970516804503684
31099,33040.56612500002,MMU_35ac_nb4_w3_iter3,29795.30577000002,9.822048274604134
31101,21692.47367,MMU_35ac_nb4_w3_iter3,18953.234455000005,12.62760188935148
31109,88313.04782999998,CSB_field_modal,65942.77957,25.330649105285204
31113,10035.96007,MMU_35ac_nb4_w3_iter3,9125.030150000002,9.076659469012782
31119,6016.548000000004,Baseline,6016.548000000004,-5.077579369432237
31123,9295.517075000003,MMU_15ac_nb4_w9_iter3,7731.413040000003,16.82643388614289
31125,17421.902755000014,MMU_15ac_nb4_w3_iter3,15511.084915000009,10.967905554699572
31127,25965.341155,CSB_field_modal,15009.941059999996,42.19239804939125
31129,4755.7486699999945,Baseline,4755.7486699999945,-18.742772628478622
31137,20379.129005000017,MMU_35ac_nb4_w3_iter3,19134.82898,6.105756652773162
31143,18196.229680000015,MMU_15ac_nb4_w3_iter3,16892.550190000005,7.164558333932889
31155,25024.953869999983,CSB_field_modal,17507.25803500001,30.04079797330702
31161,23910.60920000001,MMU_1ac_nb8_w3_iter3,21649.542435000007,9.456332735344953
31167,13321.76725,MMU_15ac_nb4_w3_iter3,10845.176530000008,18.590556894769293
31173,15621.902574999993,CSB_field_modal,8374.716709999992,46.39118590201555
31181,21728.70633500001,MMU_35ac_nb4_w3_iter3,13131.138030000007,39.56778729689615
31183,23636.612905,MMU_15ac_nb4_w3_iter3,22932.73273,2.977923181417857
32009,12029.373605,CSB_field_modal,11842.561805,1.5529636549184167
32021,1145.986125,CSB_field_modal,1043.684425,8.9269579943649
32027,8581.553235000003,MMU_35ac_nb4_w3_iter3,6406.30774,25.34792286934991
32510,108.52876,MMU_15ac_nb4_w9_iter3,0.222395,99.79508196721312
33005,2289.102225,MMU_15ac_nb4_w3_iter3,169.69815000000014,92.58669411323471
34039,5.67496,MMU_15ac_nb4_w9_iter3,5.667185,0.13700537096297258
35003,115.800945,Baseline,115.800945,-25.158469129936716
35006,528.782255,CSB_field_modal,422.922235,20.01958632291849
35028,154.78692,MMU_5ac_nb4_w3_iter3,16.457230000000003,89.36781609195404
35035,2415.217805,Baseline,2415.217805,-2.200729263007416
35037,144919.43306,MMU_35ac_nb4_w3_iter3,108334.343585,25.245123240202663
35047,1262.861305,MMU_1ac_nb8_w3_iter3,680.874105,46.08480738904262
35055,1002.16105,CSB_field_modal,871.3927900000002,13.048627264051005
35059,37820.896335000005,MMU_35ac_nb4_w3_iter3,34625.30258,8.449280859699638
36003,14651.82644,MMU_25ac_nb8_w3_iter3,3041.86951,79.23897390911218
36007,3208.5017700000003,Baseline,3208.5017700000003,-0.908017108558442
36023,14349.357400000004,MMU_25ac_nb8_w3_iter3,1591.5403300000007,88.90862994324749
36033,8579.973109999999,MMU_15ac_nb8_w3_iter3,5895.425524999999,31.28853145088704
36037,32560.630745000013,MMU_35ac_nb4_w3_iter3,9222.2363,71.67672711187832
36041,538.75733,MMU_15ac_nb4_w9_iter3,18.575425,96.55217219968031
36097,2886.557865,MMU_1ac_nb8_w3_iter3,2054.3460000000005,28.83059699203361
37065,40966.559345,MMU_35ac_nb4_w3_iter3,39964.892265,2.4450847130325375
37109,5474.3073650000015,MMU_1ac_nb8_w3_iter1,5406.921680000001,1.2309444922809858
37133,12766.71401,MMU_15ac_nb4_w9_iter3,10463.59139,18.04005806189433
37147,38009.44393,Baseline,38009.44393,-0.751859394539702
37151,8283.81956,Baseline,8283.81956,-3.8391088518591534
37157,4523.140440000001,Baseline,4523.140440000001,-1.715972697058221
37171,12101.725954999998,CSB_field_modal,9131.64073,24.542658097235023
37191,52741.21435,Baseline,52741.21435,-1.3333272634440063
37195,23337.752235000007,MMU_25ac_nb4_w3_iter3,22356.545495,4.204375511916154
